id,open,high,low,close
1409,3344.825,3344.825,3344.565,3344.565
1410,3344.595,3344.835,3344.575,3344.675
1411,3344.655,3345.215,3344.655,3345.075
1412,3345.105,3345.185,3344.965,3345.185
1413,3345.205,3345.265,3344.485,3344.625
1414,3344.625,3345.025,3344.625,3344.905
1415,3344.905,3345.165,3344.905,3345.055
1416,3344.975,3345.225,3344.975,3344.995
1417,3344.995,3345.175,3344.655,3345.035
1418,3345.035,3345.425,3345.005,3345.415
1419,3345.455,3345.455,3345.255,3345.255
1420,3345.255,3345.255,3344.585,3344.655
1421,3344.645,3344.645,3344.445,3344.625
1422,3344.565,3344.765,3344.465,3344.485
1423,3344.485,3344.935,3344.485,3344.835
1424,3344.795,3344.795,3344.145,3344.395
1425,3344.455,3344.475,3343.995,3344.065
1426,3344.065,3344.525,3343.955,3343.955
1427,3343.955,3344.665,3343.955,3344.665
1428,3344.585,3344.905,3344.175,3344.775
1429,3344.725,3344.865,3344.285,3344.835
1430,3344.855,3344.905,3344.375,3344.675
1431,3344.665,3345.095,3344.655,3344.805
1432,3344.815,3345.105,3344.565,3345.095
1433,3345.095,3345.095,3344.355,3344.445
1434,3344.305,3344.455,3344.065,3344.245
1435,3344.215,3344.695,3344.095,3344.615
1436,3344.615,3344.635,3344.365,3344.405
1437,3344.375,3344.485,3344.375,3344.385
1438,3344.485,3344.505,3344.405,3344.405
1439,3344.375,3344.375,3344.015,3344.095
1440,3344.095,3344.095,3342.515,3342.515
1441,3342.515,3342.665,3342.185,3342.225
1442,3342.185,3342.645,3342.185,3342.645
1443,3342.775,3342.945,3342.625,3342.655
1444,3342.635,3342.635,3342.395,3342.445
1445,3342.365,3342.485,3342.055,3342.055
1446,3342.055,3342.315,3341.815,3341.875
1447,3341.905,3342.045,3341.285,3341.885
1448,3341.915,3342.185,3341.685,3342.185
1449,3342.135,3342.445,3342.085,3342.145
1450,3342.185,3342.235,3341.785,3342.105
1451,3342.125,3342.495,3341.105,3341.135
1452,3341.155,3341.755,3341.155,3341.755
1453,3341.695,3341.715,3341.225,3341.285
1454,3341.315,3341.985,3341.275,3341.985
1455,3342.005,3342.725,3341.745,3342.435
1456,3342.475,3342.765,3342.265,3342.765
1457,3342.675,3342.675,3342.245,3342.495
1458,3342.435,3342.715,3342.275,3342.385
1459,3342.405,3343.235,3342.405,3343.225
1460,3343.255,3343.395,3342.785,3342.785
1461,3342.805,3344.405,3342.498,3343.748
1462,3343.748,3343.748,3342.548,3343.315
1463,3343.305,3343.435,3343.148,3343.235
1464,3343.275,3343.348,3342.848,3342.848
1465,3342.848,3342.885,3342.448,3342.735
1466,3342.735,3342.765,3342.235,3342.265
1467,3342.245,3342.598,3342.015,3342.225
1468,3342.195,3342.325,3342.085,3342.125
1469,3342.085,3342.125,3341.425,3341.685
1470,3341.515,3341.945,3341.445,3341.555
1471,3341.605,3341.698,3341.465,3341.545
1472,3341.565,3341.565,3341.375,3341.435
1473,3341.365,3342.465,3341.125,3342.455
1474,3342.455,3342.505,3341.605,3341.755
1475,3341.695,3341.785,3341.615,3341.745
1476,3341.815,3342.305,3341.815,3342.135
1477,3342.165,3342.685,3342.125,3342.625
1478,3342.605,3342.695,3342.395,3342.695
1479,3342.745,3342.775,3342.348,3342.455
1480,3342.448,3343.085,3342.385,3342.955
1481,3342.845,3342.885,3342.395,3342.575
1482,3342.505,3342.755,3342.448,3342.735
1483,3342.705,3342.848,3342.535,3342.848
1484,3342.765,3343.335,3342.765,3343.335
1485,3343.375,3343.385,3342.785,3342.785
1486,3342.745,3343.215,3342.625,3343.155
1487,3343.155,3343.885,3343.115,3343.835
1488,3343.805,3343.935,3343.635,3343.765
1489,3343.725,3343.725,3343.205,3343.375
1490,3343.395,3344.005,3343.395,3343.955
1491,3343.985,3344.075,3342.795,3343.415
1492,3343.435,3344.005,3343.275,3343.855
1493,3343.925,3343.925,3343.165,3343.305
1494,3343.265,3343.505,3343.205,3343.505
1495,3343.525,3344.075,3343.525,3344.045
1496,3344.005,3344.125,3343.935,3344.125
1497,3344.098,3344.115,3343.875,3344.105
1498,3344.105,3344.445,3343.925,3344.175
1499,3344.225,3344.225,3343.875,3343.915
1500,3343.895,3344.385,3343.895,3344.385
1501,3344.365,3344.365,3344.215,3344.295
1502,3344.335,3344.335,3344.115,3344.115
1503,3344.145,3344.345,3343.975,3344.145
1504,3344.155,3344.235,3343.965,3344.115
1505,3344.165,3344.555,3343.875,3344.555
1506,3344.525,3344.525,3343.835,3343.855
1507,3343.885,3344.145,3343.855,3344.015
1508,3344.135,3344.215,3343.565,3343.775
1509,3343.775,3344.225,3343.735,3344.165
1510,3344.215,3344.635,3344.075,3344.075
1511,3344.035,3344.375,3343.965,3344.375
1512,3344.365,3344.365,3344.235,3344.285
1513,3344.285,3344.455,3344.235,3344.325
1514,3344.345,3344.545,3344.345,3344.545
1515,3344.545,3344.545,3344.365,3344.415
1516,3344.435,3345.615,3344.385,3345.365
1517,3345.345,3345.545,3344.965,3344.965
1518,3345.025,3345.325,3344.985,3345.185
1519,3345.048,3345.048,3344.675,3344.948
1520,3344.848,3345.448,3344.848,3345.448
1521,3345.448,3346.048,3344.815,3345.748
1522,3345.475,3346.048,3345.475,3345.948
1523,3345.765,3346.148,3345.748,3346.048
1524,3345.948,3345.948,3345.528,3345.648
1525,3345.748,3345.748,3345.448,3345.648
1526,3345.448,3345.448,3345.268,3345.448
1527,3345.235,3346.048,3345.235,3346.048
1528,3345.948,3346.048,3345.048,3345.048
1529,3344.998,3344.998,3344.478,3344.548
1530,3344.548,3344.748,3344.225,3344.598
1531,3344.598,3344.698,3344.398,3344.398
1532,3344.398,3344.498,3344.268,3344.398
1533,3344.398,3344.398,3343.625,3343.898
1534,3343.898,3344.298,3343.798,3344.198
1535,3344.198,3344.198,3343.798,3343.798
1536,3343.798,3344.098,3343.798,3344.098
1537,3344.198,3344.498,3344.035,3344.498
1538,3344.598,3344.598,3344.005,3344.335
1539,3344.398,3344.415,3344.198,3344.398
1540,3344.345,3344.465,3344.035,3344.345
1541,3344.345,3344.398,3344.098,3344.198
1542,3344.198,3344.198,3343.798,3343.898
1543,3343.898,3343.898,3343.785,3343.815
1544,3343.798,3344.348,3343.775,3344.148
1545,3344.248,3344.248,3344.115,3344.248
1546,3344.148,3344.348,3344.105,3344.248
1547,3344.248,3344.448,3344.248,3344.448
1548,3344.315,3344.348,3344.085,3344.148
1549,3344.248,3344.348,3344.248,3344.275
1550,3344.245,3344.548,3344.245,3344.548
1551,3344.648,3344.748,3344.448,3344.448
1552,3344.548,3344.548,3344.148,3344.248
1553,3344.248,3344.348,3343.848,3344.348
1554,3344.448,3344.648,3344.348,3344.548
1555,3344.448,3344.548,3344.355,3344.548
1556,3344.448,3345.048,3344.448,3344.948
1557,3344.948,3345.148,3344.815,3345.148
1558,3345.048,3345.048,3344.648,3344.948
1559,3344.785,3345.448,3344.785,3345.348
1560,3345.348,3345.425,3345.175,3345.315
1561,3345.298,3345.898,3345.285,3345.898
1562,3345.798,3345.898,3345.498,3345.898
1563,3345.665,3345.798,3345.498,3345.798
1564,3345.698,3345.898,3345.425,3345.548
1565,3345.465,3345.748,3345.355,3345.748
1566,3345.848,3346.265,3345.815,3345.908
1567,3345.905,3345.975,3344.308,3344.308
1568,3344.308,3345.598,3344.155,3345.598
1569,3345.498,3345.598,3344.505,3345.015
1570,3344.925,3345.365,3344.895,3345.315
1571,3345.475,3345.495,3345.195,3345.235
1572,3345.285,3345.455,3345.235,3345.375
1573,3345.385,3345.445,3345.165,3345.275
1574,3345.275,3345.505,3345.148,3345.195
1575,3345.065,3345.145,3344.985,3345.105
1576,3345.105,3345.325,3344.965,3345.225
1577,3345.265,3345.265,3344.848,3345.065
1578,3345.048,3345.048,3344.755,3344.955
1579,3344.885,3344.948,3344.845,3344.848
1580,3344.848,3345.148,3344.748,3345.048
1581,3345.035,3345.648,3344.465,3344.735
1582,3344.715,3345.605,3344.645,3344.748
1583,3344.648,3345.048,3344.415,3344.748
1584,3344.848,3345.948,3344.748,3345.748
1585,3345.548,3346.195,3345.548,3346.195
1586,3346.095,3346.448,3345.848,3346.298
1587,3346.185,3346.185,3345.498,3345.998
1588,3346.005,3346.005,3345.798,3345.998
1589,3345.955,3346.355,3345.798,3345.925
1590,3345.955,3346.245,3345.905,3346.115
1591,3346.198,3346.848,3346.035,3346.748
1592,3346.748,3346.948,3345.865,3345.865
1593,3345.895,3346.265,3345.895,3345.925
1594,3346.155,3346.775,3346.135,3346.395
1595,3346.365,3346.648,3346.175,3346.465
1596,3346.425,3347.165,3346.355,3347.165
1597,3347.205,3347.205,3346.665,3346.865
1598,3346.815,3347.125,3346.655,3347.125
1599,3347.105,3347.315,3346.755,3346.915
1600,3346.935,3347.095,3346.935,3347.065
1601,3347.155,3347.275,3346.935,3346.935
1602,3346.935,3347.285,3346.695,3347.195
1603,3347.155,3347.635,3347.095,3347.515
1604,3347.485,3347.605,3347.285,3347.525
1605,3347.505,3347.698,3347.298,3347.448
1606,3347.448,3347.448,3346.715,3346.865
1607,3346.898,3347.305,3346.798,3347.198
1608,3347.035,3347.598,3346.998,3347.215
1609,3347.235,3347.698,3347.115,3347.115
1610,3347.165,3347.575,3347.115,3347.355
1611,3347.335,3347.725,3347.115,3347.665
1612,3347.675,3347.925,3347.665,3347.795
1613,3347.765,3347.955,3347.725,3347.765
1614,3347.725,3347.805,3347.355,3347.395
1615,3347.345,3347.425,3347.195,3347.425
1616,3347.435,3347.515,3346.755,3346.795
1617,3346.775,3346.795,3346.505,3346.695
1618,3346.675,3347.125,3346.635,3347.105
1619,3347.105,3347.105,3346.715,3346.735
1620,3346.705,3346.765,3345.935,3346.375
1621,3346.405,3346.585,3346.305,3346.505
1622,3346.605,3347.245,3346.585,3347.245
1623,3347.185,3347.215,3347.085,3347.215
1624,3347.275,3347.325,3346.875,3347.075
1625,3347.085,3347.085,3346.715,3346.845
1626,3346.785,3347.155,3346.335,3347.095
1627,3347.095,3348.845,3347.095,3348.785
1628,3348.745,3349.165,3348.095,3348.175
1629,3348.135,3348.948,3348.025,3348.565
1630,3348.648,3348.648,3346.985,3347.145
1631,3347.205,3347.335,3347.005,3347.055
1632,3346.895,3347.045,3346.755,3346.775
1633,3346.825,3346.825,3345.745,3345.948
1634,3346.015,3346.035,3345.745,3345.955
1635,3346.005,3346.435,3345.955,3346.315
1636,3346.385,3346.498,3346.215,3346.498
1637,3346.465,3347.505,3346.465,3347.325
1638,3347.365,3347.885,3347.005,3347.835
1639,3347.965,3348.075,3347.905,3348.048
1640,3348.055,3348.075,3347.285,3347.348
1641,3347.345,3347.955,3346.815,3347.165
1642,3347.195,3348.748,3347.045,3348.348
1643,3348.348,3348.775,3347.748,3348.748
1644,3348.775,3348.775,3347.495,3347.845
1645,3347.865,3348.265,3347.775,3348.015
1646,3347.975,3348.335,3347.785,3348.305
1647,3348.325,3348.415,3347.655,3348.065
1648,3347.925,3348.898,3347.925,3348.215
1649,3348.125,3348.125,3347.465,3347.725
1650,3347.655,3348.165,3347.345,3348.115
1651,3348.075,3348.195,3347.415,3348.165
1652,3348.165,3348.685,3348.035,3348.505
1653,3348.525,3348.725,3348.415,3348.545
1654,3348.415,3348.995,3348.215,3348.825
1655,3348.855,3349.465,3348.445,3348.455
1656,3348.515,3348.665,3348.355,3348.555
1657,3348.598,3349.098,3348.565,3348.848
1658,3348.848,3349.715,3348.848,3349.275
1659,3349.305,3349.348,3349.048,3349.175
1660,3349.135,3349.375,3349.085,3349.335
1661,3349.375,3349.375,3349.065,3349.225
1662,3349.245,3349.545,3349.098,3349.115
1663,3349.155,3349.598,3349.155,3349.515
1664,3349.565,3349.565,3349.175,3349.285
1665,3349.245,3349.285,3348.385,3348.495
1666,3348.465,3348.675,3348.215,3348.465
1667,3348.495,3348.785,3347.865,3347.865
1668,3347.835,3348.775,3347.645,3348.155
1669,3348.125,3348.295,3347.905,3348.295
1670,3348.195,3348.395,3348.185,3348.185
1671,3348.165,3349.205,3348.115,3349.115
1672,3349.055,3349.775,3349.005,3349.495
1673,3349.445,3350.475,3349.395,3350.475
1674,3350.455,3350.455,3348.795,3348.795
1675,3348.855,3349.285,3348.828,3349.185
1676,3349.148,3349.595,3349.065,3349.285
1677,3349.255,3349.565,3349.225,3349.495
1678,3349.515,3349.835,3349.385,3349.385
1679,3349.355,3349.465,3348.795,3348.845
1680,3348.825,3349.455,3348.795,3349.205
1681,3349.175,3349.545,3348.985,3349.235
1682,3349.285,3349.765,3348.598,3348.698
1683,3348.645,3348.698,3346.538,3346.538
1684,3346.538,3346.638,3346.085,3346.128
1685,3346.198,3346.698,3345.998,3346.555
1686,3346.585,3347.065,3346.155,3346.298
1687,3346.335,3346.915,3346.215,3346.798
1688,3346.935,3348.148,3346.935,3347.948
1689,3347.948,3348.065,3347.515,3347.675
1690,3347.735,3347.855,3347.395,3347.425
1691,3347.365,3347.595,3347.325,3347.415
1692,3347.445,3347.635,3346.605,3346.665
1693,3346.645,3346.948,3346.065,3346.685
1694,3346.685,3347.485,3346.685,3346.875
1695,3346.875,3346.915,3346.395,3346.415
1696,3346.435,3347.315,3346.405,3347.285
1697,3347.315,3347.405,3346.915,3347.185
1698,3347.215,3347.275,3346.815,3347.065
1699,3347.045,3347.075,3346.345,3346.385
1700,3346.345,3346.595,3345.875,3346.395
1701,3346.435,3346.735,3346.285,3346.615
1702,3346.645,3347.215,3346.575,3347.198
1703,3347.145,3347.145,3346.605,3346.998
1704,3347.005,3348.095,3346.975,3347.725
1705,3347.745,3347.785,3347.125,3347.235
1706,3347.235,3347.425,3346.495,3346.735
1707,3346.705,3347.025,3345.995,3346.925
1708,3346.925,3346.925,3345.535,3345.765
1709,3345.825,3347.105,3345.825,3346.995
1710,3347.028,3349.035,3347.028,3348.615
1711,3348.675,3349.425,3348.495,3349.265
1712,3349.155,3349.295,3348.505,3348.995
1713,3348.975,3349.035,3348.685,3348.835
1714,3348.805,3349.795,3348.805,3349.585
1715,3349.565,3349.695,3349.415,3349.535
1716,3349.685,3349.725,3349.215,3349.725
1717,3349.685,3349.955,3349.565,3349.775
1718,3349.815,3349.905,3349.485,3349.905
1719,3349.885,3350.155,3349.485,3350.155
1720,3350.125,3350.605,3350.125,3350.335
1721,3350.235,3350.705,3350.235,3350.595
1722,3350.535,3351.725,3350.535,3351.705
1723,3351.648,3351.885,3350.725,3351.015
1724,3351.045,3351.185,3350.625,3350.685
1725,3350.715,3351.105,3350.555,3350.855
1726,3350.835,3350.835,3349.495,3349.765
1727,3349.725,3349.815,3349.445,3349.535
1728,3349.505,3349.898,3349.135,3349.698
1729,3349.625,3350.498,3349.605,3350.298
1730,3350.235,3350.298,3349.745,3349.848
1731,3349.795,3349.795,3348.398,3348.448
1732,3348.475,3349.525,3347.798,3348.348
1733,3348.255,3349.655,3348.148,3349.655
1734,3349.648,3349.748,3348.915,3349.325
1735,3349.255,3349.475,3348.485,3348.665
1736,3348.705,3348.945,3348.498,3348.665
1737,3348.685,3348.975,3348.295,3348.865
1738,3348.848,3349.275,3348.848,3349.075
1739,3349.095,3349.255,3348.848,3349.255
1740,3349.235,3349.848,3349.135,3349.448
1741,3349.548,3350.248,3349.448,3350.005
1742,3350.055,3350.265,3349.785,3349.845
1743,3349.805,3350.035,3349.258,3350.035
1744,3349.965,3350.065,3349.675,3349.848
1745,3349.625,3349.625,3348.875,3348.915
1746,3348.875,3349.265,3348.755,3349.175
1747,3349.335,3349.775,3349.335,3349.455
1748,3349.525,3349.775,3349.248,3349.248
1749,3349.255,3349.555,3349.055,3349.055
1750,3349.035,3349.185,3348.385,3348.648
1751,3348.575,3348.648,3347.555,3347.915
1752,3347.895,3348.135,3347.435,3348.135
1753,3348.155,3348.775,3347.945,3348.605
1754,3348.575,3349.135,3348.455,3349.048
1755,3349.055,3349.155,3348.565,3348.725
1756,3348.748,3348.948,3348.748,3348.905
1757,3348.865,3350.375,3348.755,3350.325
1758,3350.305,3350.805,3350.205,3350.795
1759,3350.795,3350.795,3350.285,3350.285
1760,3350.348,3350.965,3350.055,3350.705
1761,3350.655,3351.805,3350.565,3351.705
1762,3351.748,3351.865,3351.235,3351.235
1763,3351.265,3351.865,3351.265,3351.835
1764,3351.848,3352.185,3351.615,3351.835
1765,3351.805,3352.695,3351.745,3352.625
1766,3352.655,3353.275,3352.535,3353.115
1767,3353.095,3353.115,3352.465,3352.705
1768,3352.725,3353.705,3352.665,3353.705
1769,3353.755,3354.115,3353.645,3353.905
1770,3353.885,3354.025,3353.365,3353.675
1771,3353.585,3353.975,3353.245,3353.795
1772,3353.755,3354.065,3353.685,3353.805
1773,3353.865,3354.275,3353.648,3354.275
1774,3354.315,3354.385,3354.125,3354.235
1775,3354.315,3354.315,3353.515,3354.035
1776,3354.035,3354.415,3353.725,3354.305
1777,3354.365,3354.798,3353.725,3354.135
1778,3354.225,3354.675,3353.425,3353.875
1779,3353.915,3354.175,3353.535,3353.565
1780,3353.585,3353.705,3352.035,3353.225
1781,3353.285,3354.105,3352.925,3353.765
1782,3353.705,3354.135,3353.605,3354.135
1783,3354.115,3355.105,3354.115,3354.925
1784,3354.885,3355.895,3354.885,3355.375
1785,3355.425,3355.465,3354.735,3354.785
1786,3354.905,3354.975,3354.285,3354.975
1787,3354.995,3355.255,3354.548,3354.565
1788,3354.548,3354.848,3354.448,3354.475
1789,3354.455,3354.675,3354.265,3354.275
1790,3354.348,3354.535,3354.315,3354.355
1791,3354.305,3355.335,3354.105,3355.305
1792,3355.645,3355.755,3355.195,3355.248
1793,3355.265,3355.975,3355.145,3355.805
1794,3355.765,3355.905,3355.625,3355.895
1795,3355.835,3356.205,3355.635,3356.005
1796,3355.965,3356.305,3355.805,3355.895
1797,3355.908,3356.135,3355.835,3356.005
1798,3356.085,3356.285,3355.935,3356.145
1799,3356.208,3356.505,3356.035,3356.225
1800,3356.175,3356.175,3355.565,3355.745
1801,3355.715,3356.635,3355.615,3356.455
1802,3356.505,3356.965,3356.455,3356.865
1803,3356.798,3357.215,3356.775,3357.125
1804,3357.105,3357.195,3356.745,3356.905
1805,3356.875,3357.165,3356.775,3357.165
1806,3357.215,3357.495,3356.745,3356.895
1807,3356.915,3357.025,3356.845,3356.985
1808,3357.005,3357.515,3357.005,3357.295
1809,3357.325,3357.485,3357.075,3357.185
1810,3357.125,3357.265,3356.735,3357.175
1811,3357.148,3357.185,3356.815,3357.005
1812,3356.895,3356.975,3356.475,3356.915
1813,3356.895,3357.195,3356.895,3357.135
1814,3357.165,3357.935,3357.115,3357.745
1815,3357.835,3358.095,3357.775,3357.775
1816,3357.745,3357.955,3357.345,3357.475
1817,3357.515,3357.935,3357.455,3357.795
1818,3357.775,3357.935,3357.495,3357.515
1819,3357.515,3357.735,3357.195,3357.595
1820,3357.525,3357.775,3357.525,3357.685
1821,3357.665,3358.198,3357.658,3357.758
1822,3357.848,3358.395,3357.848,3358.205
1823,3358.275,3358.598,3358.235,3358.365
1824,3358.325,3358.365,3357.635,3357.825
1825,3357.808,3357.808,3357.445,3357.715
1826,3357.675,3358.245,3357.515,3358.055
1827,3358.085,3358.485,3358.085,3358.245
1828,3358.265,3358.265,3357.555,3357.605
1829,3357.695,3358.105,3357.495,3357.885
1830,3357.925,3358.385,3357.925,3358.295
1831,3358.265,3358.575,3357.575,3357.775
1832,3357.745,3358.645,3357.745,3358.425
1833,3358.495,3359.448,3358.015,3359.298
1834,3359.298,3359.805,3359.095,3359.535
1835,3359.385,3360.865,3359.225,3360.745
1836,3360.775,3360.815,3359.775,3359.975
1837,3360.025,3360.045,3359.725,3359.825
1838,3359.978,3360.305,3359.205,3359.335
1839,3359.335,3360.505,3359.055,3359.795
1840,3359.765,3359.905,3359.355,3359.565
1841,3359.595,3360.035,3359.425,3359.805
1842,3359.775,3359.905,3359.635,3359.835
1843,3359.955,3360.105,3359.885,3360.015
1844,3359.895,3360.348,3359.895,3360.285
1845,3360.248,3360.295,3359.885,3359.885
1846,3359.995,3360.448,3359.975,3360.448
1847,3360.465,3360.695,3360.135,3360.325
1848,3360.295,3360.365,3359.935,3360.205
1849,3360.225,3360.225,3359.835,3359.895
1850,3359.885,3360.145,3359.845,3360.075
1851,3360.135,3360.325,3359.935,3360.245
1852,3360.285,3360.735,3360.255,3360.505
1853,3360.555,3360.685,3360.225,3360.225
1854,3360.305,3360.495,3359.885,3360.265
1855,3360.295,3360.298,3360.075,3360.255
1856,3360.225,3360.365,3360.085,3360.215
1857,3360.145,3360.555,3360.145,3360.515
1858,3360.535,3360.885,3360.485,3360.585
1859,3360.565,3360.565,3360.035,3360.105
1860,3359.885,3360.048,3359.635,3359.748
1861,3359.765,3360.348,3359.475,3359.548
1862,3359.555,3359.775,3359.505,3359.655
1863,3359.748,3360.348,3359.748,3359.995
1864,3360.005,3360.335,3359.905,3360.335
1865,3360.345,3360.345,3359.825,3359.948
1866,3359.975,3361.198,3359.975,3360.405
1867,3360.445,3361.035,3360.095,3360.425
1868,3360.395,3360.705,3360.265,3360.395
1869,3360.415,3360.635,3360.015,3360.245
1870,3360.115,3360.495,3360.115,3360.305
1871,3360.285,3360.545,3360.285,3360.475
1872,3360.505,3360.545,3360.215,3360.225
1873,3360.205,3360.275,3359.445,3359.985
1874,3359.965,3360.085,3359.885,3360.065
1875,3360.085,3360.275,3359.765,3359.765
1876,3359.735,3359.885,3359.605,3359.765
1877,3359.745,3359.765,3359.098,3359.505
1878,3359.755,3359.955,3359.645,3359.755
1879,3359.795,3360.035,3359.715,3359.915
1880,3359.955,3360.185,3359.925,3360.005
1881,3360.035,3360.835,3360.025,3360.575
1882,3360.635,3361.115,3360.475,3360.995
1883,3360.965,3361.115,3360.895,3360.985
1884,3360.905,3360.945,3360.625,3360.625
1885,3360.525,3361.105,3360.525,3361.105
1886,3361.195,3361.345,3361.095,3361.325
1887,3361.365,3361.545,3360.895,3360.955
1888,3360.985,3361.025,3360.555,3360.585
1889,3360.605,3362.475,3360.605,3362.348
1890,3362.448,3362.635,3362.265,3362.635
1891,3362.595,3362.805,3362.448,3362.475
1892,3362.448,3362.548,3362.045,3362.095
1893,3362.115,3362.305,3362.085,3362.305
1894,3362.345,3362.805,3362.315,3362.535
1895,3362.575,3363.095,3362.335,3362.535
1896,3362.565,3362.815,3362.495,3362.705
1897,3362.675,3363.148,3362.548,3362.748
1898,3362.748,3363.148,3362.748,3363.048
1899,3363.048,3363.275,3362.155,3362.165
1900,3362.195,3363.285,3362.185,3362.905
1901,3362.935,3363.005,3362.445,3362.445
1902,3362.485,3362.665,3362.155,3362.635
1903,3362.655,3363.185,3362.655,3363.185
1904,3363.135,3363.475,3363.135,3363.248
1905,3363.248,3364.365,3363.155,3364.195
1906,3364.215,3364.245,3363.555,3363.595
1907,3363.655,3363.845,3363.465,3363.585
1908,3363.565,3363.705,3363.395,3363.545
1909,3363.565,3363.825,3363.495,3363.805
1910,3363.745,3363.825,3363.115,3363.258
1911,3363.258,3363.448,3362.315,3363.015
1912,3362.985,3363.965,3362.845,3363.265
1913,3363.225,3363.885,3363.145,3363.795
1914,3363.775,3364.515,3363.775,3364.485
1915,3364.595,3364.595,3363.885,3364.235
1916,3364.245,3364.325,3363.805,3364.175
1917,3364.175,3364.275,3363.555,3363.785
1918,3363.735,3363.735,3362.415,3362.775
1919,3362.748,3363.675,3362.445,3363.475
1920,3363.505,3364.298,3363.455,3364.105
1921,3364.075,3364.355,3364.075,3364.355
1922,3364.315,3364.425,3364.205,3364.425
1923,3364.405,3364.735,3364.028,3364.218
1924,3364.155,3364.475,3364.018,3364.165
1925,3364.185,3364.245,3363.725,3363.948
1926,3363.948,3364.315,3363.635,3364.298
1927,3364.265,3364.715,3364.055,3364.698
1928,3364.635,3364.905,3364.498,3364.875
1929,3364.935,3364.935,3364.415,3364.495
1930,3364.525,3364.525,3363.935,3363.935
1931,3364.045,3364.648,3364.045,3364.648
1932,3364.748,3364.955,3364.535,3364.645
1933,3364.695,3364.695,3364.048,3364.148
1934,3364.148,3364.148,3362.948,3363.115
1935,3363.105,3363.848,3362.998,3363.448
1936,3363.465,3363.648,3362.748,3362.808
1937,3362.808,3362.848,3361.948,3362.075
1938,3362.055,3363.065,3361.875,3362.515
1939,3362.495,3362.555,3361.945,3362.235
1940,3362.155,3362.848,3361.618,3361.898
1941,3361.898,3361.898,3360.668,3360.728
1942,3360.695,3361.055,3359.955,3360.435
1943,3360.475,3361.075,3360.475,3360.705
1944,3360.745,3361.058,3360.505,3360.505
1945,3360.535,3360.535,3359.895,3359.965
1946,3359.945,3360.348,3359.335,3359.648
1947,3359.685,3359.948,3359.448,3359.575
1948,3359.555,3360.055,3359.548,3359.848
1949,3359.845,3361.595,3359.685,3361.475
1950,3361.455,3362.125,3361.355,3361.985
1951,3362.048,3362.635,3361.905,3362.525
1952,3362.445,3362.565,3361.965,3362.565
1953,3362.615,3363.225,3362.395,3363.115
1954,3363.135,3364.025,3362.495,3362.495
1955,3362.475,3362.705,3362.275,3362.595
1956,3362.595,3362.795,3361.975,3362.225
1957,3362.255,3362.565,3361.915,3361.915
1958,3361.955,3362.005,3361.355,3361.405
1959,3361.405,3362.105,3361.235,3361.785
1960,3361.785,3361.885,3360.805,3361.005
1961,3360.955,3360.995,3360.035,3360.195
1962,3360.195,3360.425,3359.305,3360.195
1963,3360.235,3360.335,3359.335,3359.365
1964,3359.405,3359.505,3358.865,3358.985
1965,3358.985,3359.285,3358.695,3358.875
1966,3358.905,3360.645,3358.775,3360.348
1967,3360.348,3360.348,3359.055,3359.505
1968,3359.505,3360.195,3359.505,3360.025
1969,3360.025,3360.525,3359.675,3360.005
1970,3360.005,3360.195,3359.495,3359.675
1971,3359.745,3360.415,3359.245,3360.225
1972,3360.255,3360.395,3359.815,3359.975
1973,3359.848,3359.995,3359.548,3359.975
1974,3359.975,3360.065,3358.725,3358.795
1975,3358.805,3358.875,3358.048,3358.705
1976,3358.748,3359.375,3358.748,3358.915
1977,3358.795,3359.575,3358.448,3359.448
1978,3359.548,3360.415,3359.515,3360.415
1979,3360.415,3361.885,3360.285,3361.885
1980,3361.855,3362.245,3361.745,3361.915
1981,3361.945,3362.655,3361.145,3361.345
1982,3361.325,3361.595,3360.555,3360.655
1983,3360.635,3360.985,3360.485,3360.665
1984,3360.635,3361.105,3360.585,3361.065
1985,3361.095,3361.575,3360.745,3361.485
1986,3361.445,3361.445,3360.805,3360.815
1987,3360.815,3361.455,3360.555,3361.315
1988,3361.315,3361.925,3361.265,3361.565
1989,3361.565,3361.675,3360.895,3361.225
1990,3361.275,3361.725,3361.255,3361.635
1991,3361.635,3361.735,3361.405,3361.505
1992,3361.525,3361.525,3360.915,3360.935
1993,3360.935,3361.235,3360.785,3360.995
1994,3361.025,3361.045,3359.635,3359.805
1995,3359.835,3360.175,3359.145,3359.215
1996,3359.185,3359.275,3358.325,3358.505
1997,3358.505,3358.665,3357.485,3357.555
1998,3357.615,3358.655,3357.388,3358.535
1999,3358.575,3358.635,3357.865,3357.945
2000,3357.945,3358.225,3357.725,3357.935
2001,3358.055,3358.248,3357.405,3357.975
2002,3357.975,3358.125,3357.595,3357.595
2003,3357.615,3358.045,3357.285,3357.995
2004,3358.005,3359.285,3357.785,3358.535
2005,3358.535,3358.565,3357.575,3358.055
2006,3358.098,3358.465,3357.615,3357.985
2007,3357.955,3359.355,3357.575,3358.875
2008,3358.835,3359.065,3358.565,3359.035
2009,3359.065,3359.185,3359.045,3359.135
2010,3359.165,3359.635,3358.835,3359.615
2011,3359.655,3359.995,3359.545,3359.965
2012,3359.955,3359.955,3359.025,3359.025
2013,3359.135,3359.315,3358.035,3358.705
2014,3358.685,3359.565,3358.555,3359.495
2015,3359.445,3360.425,3359.435,3360.305
2016,3360.355,3361.095,3360.315,3360.905
