id,open,high,low,close
519,3358.748,3359.505,3358.645,3358.645
520,3358.625,3358.885,3358.565,3358.705
521,3358.745,3359.155,3358.745,3359.055
522,3359.075,3360.195,3359.025,3359.715
523,3359.685,3359.845,3359.125,3359.515
524,3359.435,3359.435,3356.735,3356.735
525,3356.725,3356.895,3355.865,3355.965
526,3355.915,3355.965,3355.525,3355.815
527,3355.785,3356.205,3355.385,3356.025
528,3356.035,3356.405,3355.855,3355.985
529,3355.965,3356.165,3353.435,3355.835
530,3355.795,3356.225,3355.435,3355.545
531,3355.855,3357.045,3355.685,3356.085
532,3356.055,3356.995,3355.615,3356.655
533,3356.615,3357.115,3356.305,3356.855
534,3356.885,3357.405,3356.085,3357.295
535,3357.325,3357.455,3356.565,3357.035
536,3356.895,3357.435,3356.755,3357.115
537,3357.105,3357.495,3356.045,3356.265
538,3356.245,3357.055,3356.245,3356.675
539,3356.725,3357.415,3356.465,3357.335
540,3357.275,3358.365,3356.875,3358.155
541,3358.175,3358.845,3357.445,3357.795
542,3357.775,3357.915,3356.795,3356.835
543,3356.915,3357.685,3356.895,3357.655
544,3357.685,3358.235,3357.445,3357.735
545,3357.715,3357.945,3357.475,3357.515
546,3357.455,3357.515,3356.745,3357.155
547,3357.145,3357.425,3356.615,3357.275
548,3357.245,3357.515,3356.515,3356.995
549,3357.025,3357.295,3356.495,3356.955
550,3356.985,3357.955,3356.925,3357.095
551,3357.075,3357.145,3356.165,3356.165
552,3356.135,3356.795,3356.075,3356.395
553,3356.415,3357.235,3356.085,3357.025
554,3357.045,3357.745,3356.895,3357.595
555,3357.555,3357.705,3356.475,3356.475
556,3356.525,3357.355,3356.105,3356.615
557,3356.675,3356.955,3355.665,3356.235
558,3356.205,3356.955,3356.025,3356.865
559,3356.925,3357.675,3356.925,3357.595
560,3357.565,3357.665,3357.125,3357.415
561,3357.475,3358.155,3356.305,3356.785
562,3356.755,3357.045,3356.425,3356.655
563,3356.625,3358.305,3356.455,3358.305
564,3358.325,3358.325,3356.805,3356.925
565,3356.975,3358.175,3356.955,3357.435
566,3357.405,3357.685,3356.615,3357.495
567,3357.465,3358.375,3357.085,3357.725
568,3357.695,3358.285,3357.145,3357.275
569,3357.265,3357.515,3356.855,3357.225
570,3357.125,3357.715,3357.115,3357.695
571,3357.675,3357.725,3357.125,3357.725
572,3358.145,3358.645,3357.875,3358.575
573,3358.555,3359.235,3358.525,3359.105
574,3359.135,3359.965,3358.815,3358.975
575,3359.065,3359.845,3358.995,3359.705
576,3359.625,3360.285,3359.625,3360.175
577,3360.155,3360.375,3359.305,3359.645
578,3359.625,3360.245,3359.555,3360.015
579,3360.095,3360.625,3359.855,3360.595
580,3360.625,3361.148,3360.455,3361.048
581,3361.048,3361.155,3360.315,3360.635
582,3360.585,3360.865,3359.965,3360.845
583,3360.815,3360.905,3360.415,3360.445
584,3360.445,3360.505,3359.485,3360.165
585,3360.135,3360.135,3358.855,3358.895
586,3359.075,3359.135,3357.835,3358.085
587,3358.065,3359.235,3357.945,3359.235
588,3359.085,3359.465,3358.935,3359.125
589,3359.085,3359.475,3358.755,3358.915
590,3358.895,3360.295,3358.895,3360.295
591,3360.285,3360.325,3359.515,3359.725
592,3359.545,3359.675,3358.335,3358.585
593,3358.595,3358.705,3358.085,3358.545
594,3358.565,3359.435,3358.275,3359.345
595,3359.295,3359.495,3358.745,3359.065
596,3359.085,3359.555,3358.855,3359.545
597,3359.745,3360.405,3359.515,3360.205
598,3360.225,3360.465,3359.605,3359.805
599,3359.795,3360.285,3359.795,3359.905
600,3359.995,3361.255,3359.995,3361.215
601,3361.215,3361.515,3360.725,3361.225
602,3361.205,3362.135,3360.855,3361.295
603,3361.275,3361.625,3361.205,3361.455
604,3361.435,3362.135,3361.345,3362.085
605,3362.085,3362.485,3361.695,3362.485
606,3362.385,3363.025,3362.275,3362.785
607,3362.755,3363.775,3362.605,3362.625
608,3362.605,3363.355,3362.045,3363.225
609,3363.225,3363.935,3363.115,3363.865
610,3363.915,3364.805,3363.895,3364.795
611,3364.825,3365.485,3364.825,3365.465
612,3365.395,3366.085,3365.225,3365.795
613,3365.775,3366.725,3365.715,3366.575
614,3366.525,3367.755,3366.285,3367.755
615,3367.735,3367.875,3366.905,3367.855
616,3367.895,3369.505,3367.665,3368.065
617,3368.035,3368.505,3367.285,3367.695
618,3367.645,3367.865,3366.745,3367.625
619,3367.595,3368.165,3367.595,3368.165
620,3368.185,3368.885,3367.905,3368.715
621,3368.575,3368.755,3366.955,3367.325
622,3367.495,3367.665,3366.415,3366.845
623,3366.885,3368.665,3366.495,3368.545
624,3368.605,3370.035,3368.425,3369.935
625,3369.925,3370.225,3369.265,3369.835
626,3369.755,3370.435,3369.565,3369.655
627,3369.605,3369.895,3369.325,3369.805
628,3369.965,3370.305,3369.525,3369.875
629,3369.905,3370.735,3369.635,3369.635
630,3369.665,3370.945,3369.665,3370.845
631,3370.865,3372.285,3370.565,3371.015
632,3371.065,3371.065,3368.395,3368.705
633,3368.725,3369.675,3368.395,3369.305
